Symbol,Name,Sector
JWEL,Jowell Global Ltd. Ordinary Shares,Consumer Services
JWN,Nordstrom Inc. Common Stock,Consumer Services
JWS,Jaws Acquisition Corp. Class A Ordinary Shares,Health Care
JYAC,Jiya Acquisition Corp. Class A Common Stock,Finance
JYNT,The Joint Corp. Common Stock,Miscellaneous
K,Kellogg Company Common Stock,Consumer Non-Durables
KAI,Kadant Inc Common Stock,Technology
KAIIU,Kismet Acquisition Two Corp. Unit,Finance
KAIR,Kairos Acquisition Corp. Class A Ordinary Shares,Finance
KAIRU,Kairos Acquisition Corp. Unit,Finance
KAIRW,Kairos Acquisition Corp. Warrant,Finance
KALA,Kala Pharmaceuticals Inc. Common Stock,Health Care
KALU,Kaiser Aluminum Corporation Common Stock,Capital Goods
KALV,KalVista Pharmaceuticals Inc. Common Stock,Health Care
KAMN,Kaman Corporation Common Stock,Capital Goods
KAR,KAR Auction Services Inc Common Stock,Consumer Durables
KB,KB Financial Group Inc,Finance
KBAL,Kimball International Inc. Class B Common Stock,Consumer Durables
KBH,KB Home Common Stock,Capital Goods
KBNT,Kubient Inc. Common Stock,Technology
KBNTW,Kubient Inc. Warrant,Technology
KBR,KBR Inc. Common Stock,Basic Industries
KBSF,KBS Fashion Group Limited Common Stock,Consumer Non-Durables
KC,Kingsoft Cloud Holdings Limited American Depositary Shares,Technology
KCAPL,KCAP Financial Inc. 6.125% Notes due 2022,
KDMN,Kadmon Holdings Inc. Common Stock,Health Care
KDNY,Chinook Therapeutics Inc. Common Stock,Health Care
KDP,Keurig Dr Pepper Inc. Common Stock,Consumer Non-Durables
KE,Kimball Electronics Inc. Common Stock,Technology
KELYA,Kelly Services Inc. Class A Common Stock,Technology
KELYB,Kelly Services Inc. Class B Common Stock,Technology
KEN,Kenon Holdings Ltd. Ordinary Shares,Public Utilities
KEP,Korea Electric Power Corporation Common Stock,Public Utilities
KEQU,Kewaunee Scientific Corporation Common Stock,Capital Goods
KERN,Akerna Corp. Common Stock,Technology
KERNW,Akerna Corp Warrant,Technology
KEX,Kirby Corporation Common Stock,Consumer Services
KEY,KeyCorp Common Stock,Finance
KEY^I,KeyCorp Depositary Shares Each Representing a 1/40th Ownership Interest in a Share of Fixed-to-Floating Rate Perpetual Non-Cumulative Preferred Stock Series E,
KEY^J,KeyCorp Depositary Shares each representing a 1/40th ownership interest in a share of Fixed Rate Perpetual Non-Cumulative Preferred Stock Series F,
KEY^K,KeyCorp Depositary Shares each representing a 1/40th ownership interest in a share of Fixed Rate Perpetual Non-Cumulative Preferred Stock Series G,
KEYS,Keysight Technologies Inc. Common Stock,Capital Goods
KF,Korea Fund Inc. (The) New Common Stock,
KFFB,Kentucky First Federal Bancorp Common Stock,Finance
KFRC,Kforce Inc. Common Stock,Technology
KFS,Kingsway Financial Services Inc. Common Stock (DE),Finance
KFY,Korn Ferry Common Stock,Technology
KGC,Kinross Gold Corporation Common Stock,Basic Industries
KHC,The Kraft Heinz Company Common Stock,Consumer Non-Durables
KIDS,OrthoPediatrics Corp. Common Stock,Health Care
KIIIU,Kismet Acquisition Three Corp. Unit,Finance
KIM,Kimco Realty Corporation Common Stock,Consumer Services
KIM^L,Kimco Realty Corporation Class L Depositary Shares each of which represents a one-one thousandth fractional interest in a share of 5.125% Class L Cumulative Redeemable Preferred Stock liquidation preference $25000.00 per share,
KIM^M,Kimco Realty Corporation Class M Depositary Shares each of which represents a one-one thousandth fractional interest in a share of 5.25% Class M Cumulative Redeemable Preferred Stock liquidation preference $25000.00 per share,
KIN,Kindred Biosciences Inc. Common Stock,Health Care
KINS,Kingstone Companies Inc. Common Stock,Finance
KINZ,KINS Technology Group Inc. Class A Common Stock,Finance
KINZU,KINS Technology Group Inc. Unit,Finance
KINZW,KINS Technology Group Inc. Warrant,Finance
KIO,KKR Income Opportunities Fund Common Shares,
KIQ,Kelso Technologies Inc Ordinary Shares,Capital Goods
KIRK,Kirkland's Inc. COMMONSTOCK,Consumer Services
KJUL,Innovator Russell 2000 Power Buffer ETF - July,
KKR,KKR & Co. Inc. Common Stock,Finance
KKR^A,KKR & Co. Inc. 6.75% Series A Preferred Stock,
KKR^B,KKR & Co. Inc. 6.50% Series B Preferred Stock,
KKR^C,KKR & Co. Inc. 6.00% Series C Mandatory Convertible Preferred Stock,
KL,Kirkland Lake Gold Ltd. Common Shares,Basic Industries
KLAC,KLA Corporation Common Stock,Capital Goods
KLAQ,KL Acquisition Corp Class A Common Stock,Finance
KLAQU,KL Acquisition Corp Unit,Finance
KLAQW,KL Acquisition Corp Warrant,Finance
KLDO,Kaleido Biosciences Inc. Common Stock,Health Care
KLIC,Kulicke and Soffa Industries Inc. Common Stock,Technology
KLR,Kaleyra Inc. Common Stock,Technology
KLXE,KLX Energy Services Holdings Inc. Common Stock,Energy
KMB,Kimberly-Clark Corporation Common Stock,Consumer Durables
KMDA,Kamada Ltd. Ordinary Shares,Health Care
KMF,Kayne Anderson NextGen Energy & Infrastructure Inc.,
KMI,Kinder Morgan Inc. Common Stock,Public Utilities
KMPH,KemPharm Inc. Common Stock,Health Care
KMPR,Kemper Corporation,Finance
KMT,Kennametal Inc. Common Stock,Capital Goods
KMX,CarMax Inc,Consumer Durables
KN,Knowles Corporation Common Stock,Consumer Non-Durables
KNDI,Kandi Technologies Group Inc Common Stock,Capital Goods
KNGS,UPHOLDINGS Compound Kings ETF,
KNL,Knoll Inc. Common Stock,Consumer Durables
KNOP,KNOT Offshore Partners LP Common Units representing Limited Partner Interests,Consumer Services
KNSA,Kiniksa Pharmaceuticals Ltd. Class A Common Stock,Health Care
KNSL,Kinsale Capital Group Inc. Common Stock,Finance
KNTE,Kinnate Biopharma Inc. Common Stock,Health Care
KNX,Knight-Swift Transportation Holdings Inc.,Transportation
KO,Coca-Cola Company (The) Common Stock,Consumer Non-Durables
KOD,Kodiak Sciences Inc Common Stock,Health Care
KODK,Eastman Kodak Company Common New,Miscellaneous
KOF,Coca Cola Femsa S.A.B. de C.V.  American Depositary Shares each representing 10 Units (each Unit consists of 3 Series B Shares and 5 Series L Shares),Consumer Non-Durables
KOP,Koppers Holdings Inc. Koppers Holdings Inc. Common Stock,Basic Industries
KOPN,Kopin Corporation Common Stock,Technology
KOR,Corvus Gold Inc. Common Shares,Basic Industries
KOS,Kosmos Energy Ltd. Common Shares (DE),Energy
KOSS,Koss Corporation Common Stock,Consumer Non-Durables
KPTI,Karyopharm Therapeutics Inc. Common Stock,Health Care
KR,Kroger Company (The) Common Stock,Consumer Services
KRA,Kraton Corporation Common Stock,Basic Industries
KRBP,Kiromic BioPharma Inc. Common Stock,Health Care
KRC,Kilroy Realty Corporation Common Stock,Consumer Services
KREF,KKR Real Estate Finance Trust Inc. Common Stock,Consumer Services
KRG,Kite Realty Group Trust Common Stock,Consumer Services
KRKR,36Kr Holdings Inc. American Depositary Shares,Miscellaneous
KRMD,Repro Med Systems Inc. Common Stock,Health Care
KRNLU,Kernel Group Holdings Inc. Units,Finance
KRNT,Kornit Digital Ltd. Ordinary Shares,Capital Goods
KRNY,Kearny Financial Corp Common Stock,Finance
KRO,Kronos Worldwide Inc Common Stock,Basic Industries
KRON,Kronos Bio Inc. Common Stock,Health Care
KROS,Keros Therapeutics Inc. Common Stock,Health Care
KRP,Kimbell Royalty Partners Common Units Representing Limited Partner Interests,Energy
KRTX,Karuna Therapeutics Inc. Common Stock,Health Care
KRUS,Kura Sushi USA Inc. Class A Common Stock,Consumer Services
KRYS,Krystal Biotech Inc. Common Stock,Health Care
KSICU,Kadem Sustainable Impact Corporation Unit,Finance
KSM,DWS Strategic Municipal Income Trust,
KSMT,Kismet Acquisition One Corp Ordinary Shares,Finance
KSMTU,Kismet Acquisition One Corp Unit,Finance
KSMTW,Kismet Acquisition One Corp Warrant,Finance
KSPN,Kaspien Holdings Inc. Common Stock,Consumer Services
KSS,Kohl's Corporation Common Stock,Consumer Services
KSU,Kansas City Southern Common Stock,Transportation
KSU^,Kansas City Southern Preferred Stock,Transportation
KT,KT Corporation Common Stock,Public Utilities
KTB,Kontoor Brands Inc. Common Stock ,Consumer Non-Durables
KTCC,Key Tronic Corporation Common Stock,Technology
KTF,DWS Municipal Income Trust,
KTH,Structures Products Cp 8% CorTS Issued by Peco Energy Cap Tr II Preferred Stock,Finance
KTN,Structured Products Corp 8.205% CorTS 8.205% Corporate Backed Trust Securities (CorTS),Finance
KTOS,Kratos Defense & Security Solutions Inc. Common Stock,Capital Goods
KTRA,Kintara Therapeutics Inc. Common Stock,Health Care
KUKE,Kuke Music Holding Limited American Depositary Shares each representing one Ordinary Share,Consumer Services
KURA,Kura Oncology Inc. Common Stock,Health Care
KURIU,Alkuri Global Acquisition Corp. Unit,Finance
KVHI,KVH Industries Inc. Common Stock,Technology
KVSA,Khosla Ventures Acquisition Co. Class A Common Stock,Finance
KVSB,Khosla Ventures Acquisition Co. II Class A Common Stock,Finance
KVSC,Khosla Ventures Acquisition Co. III Class A Common Stock,Finance
KW,Kennedy-Wilson Holdings Inc. Common Stock,Finance
KWAC,Kingswood Acquisition Corp. Class A Common Stock,Finance
KWR,Quaker Chemical Corporation Common Stock,Basic Industries
KXIN,Kaixin Auto Holdings Ordinary Share,Consumer Durables
KYMR,Kymera Therapeutics Inc. Common Stock,Health Care
KYN,Kayne Anderson Energy Infrastructure Fund Inc.,
KZIA,Kazia Therapeutics Limited American Depositary Shares,Health Care
KZR,Kezar Life Sciences Inc. Common Stock,Health Care
L,Loews Corporation Common Stock,Finance
LABP,Landos Biopharma Inc. Common Stock,Health Care
LAC,Lithium Americas Corp. Common Shares,Basic Industries
LACQ,Leisure Acquisition Corp. Common Stock,Finance
LACQU,Leisure Acquisition Corp. Unit,Finance
LACQW,Leisure Acquisition Corp. Warrant,Finance
LAD,Lithia Motors Inc. Common Stock,Consumer Durables
LADR,Ladder Capital Corp Class A Common Stock,Consumer Services
LAIX,LAIX Inc. American Depositary Shares each  representing one Class A Ordinary Share,Consumer Services
LAKE,Lakeland Industries Inc. Common Stock,Health Care
LAMR,Lamar Advertising Company Class A Common Stock,Consumer Services
LANC,Lancaster Colony Corporation Common Stock,Consumer Non-Durables
LAND,Gladstone Land Corporation Common Stock,Consumer Services
LANDM,Gladstone Land Corporation 5.00% Series D Cumulative Term Preferred Stock,Consumer Services
LANDO,Gladstone Land Corporation 6.00% Series B Cumulative Redeemable Preferred Stock,Consumer Services
LARK,Landmark Bancorp Inc. Common Stock,Finance
LASR,nLIGHT Inc. Common Stock,Technology
LATN,Union Acquisition Corp. II Ordinary Shares,Finance
LATNU,Union Acquisition Corp. II Units containing one ordinary share and one redeemable warrant,Finance
LATNW,Union Acquisition Corp. II Warrant,Finance
LAUR,Laureate Education Inc. Class A Common Stock,Consumer Services
LAWS,Lawson Products Inc. Common Stock,Consumer Durables
LAZ,Lazard LTD. Lazard LTD. Class A Common Stock,Finance
LAZR,Luminar Technologies Inc.  Class A Common Stock,Capital Goods
LAZY,Lazydays Holdings Inc. Common Stock,Consumer Durables
LB,L Brands Inc.,Consumer Services
LBAI,Lakeland Bancorp Inc. Common Stock,Finance
LBC,Luther Burbank Corporation Common Stock,Finance
LBPH,Longboard Pharmaceuticals Inc. Common Stock,Health Care
LBPS,4D pharma plc American Depositary Shares,Health Care
LBPSW,4D pharma plc Warrant,
LBRDA,Liberty Broadband Corporation Class A Common Stock,Consumer Services
LBRDK,Liberty Broadband Corporation Class C Common Stock,Consumer Services
LBRDP,Liberty Broadband Corporation Series A Cumulative Redeemable Preferred Stock,Public Utilities
LBRT,Liberty Oilfield Services Inc. Class A Common Stock,Energy
LBTYA,Liberty Global plc Class A Ordinary Shares,
LBTYB,Liberty Global plc Class B Ordinary Shares,Consumer Services
LBTYK,Liberty Global plc Class C Ordinary Shares,
LC,LendingClub Corporation Common Stock,Finance
LCAAU,L Catterton Asia Acquisition Corp Units,Finance
LCAHU,Landcadia Holdings IV Inc. Units,
LCAP,Lionheart Acquisition Corp. II Class A Common Stock,Finance
LCAPU,Lionheart Acquisition Corp. II Unit,Finance
LCAPW,Lionheart Acquisition Corp. II Warrant,Finance
LCI,Lannett Co Inc Common Stock,Health Care
LCII,LCI Industries,Capital Goods
LCNB,LCNB Corporation Common Stock,Finance
LCTX,Lineage Cell Therapeutics Inc. Common Stock,Health Care
LCUT,Lifetime Brands Inc. Common Stock,Capital Goods
LCY,Landcadia Holdings III Inc. Class A Common Stock,Technology
LCYAU,Landcadia Holdings III Inc. Unit ,Capital Goods
LCYAW,Landcadia Holdings III Inc. Warrant,Capital Goods
LDHAU,LDH Growth Corp I Units,Finance
LDI,loanDepot Inc. Class A Common Stock,Finance
LDL,Lydall Inc. Common Stock,Capital Goods
LDOS,Leidos Holdings Inc. Common Stock,Technology
LDP,Cohen & Steers Limited Duration Preferred and Income Fund Inc.,
LE,Lands' End Inc. Common Stock,Consumer Services
LEA,Lear Corporation Common Stock,Capital Goods
LEAF,Leaf Group Ltd. Common Stock,Technology
LEAP,Ribbit LEAP Ltd. Class A Ordinary Shares,Finance
LECO,Lincoln Electric Holdings Inc. Common Shares,Technology
LEDS,SemiLEDS Corporation Common Stock,Technology
LEE,Lee Enterprises Incorporated Common Stock,Consumer Services
LEG,Leggett & Platt Incorporated Common Stock,Consumer Durables
LEGAU,Lead Edge Growth Opportunities Ltd Units,
LEGH,Legacy Housing Corporation Common Stock (TX),Basic Industries
LEGN,Legend Biotech Corporation American Depositary Shares,Health Care
LEGO,Legato Merger Corp. Common stock,Finance
LEGOU,Legato Merger Corp. Units,Finance
LEGOW,Legato Merger Corp. Warrant,Finance
LEJU,Leju Holdings Limited American Depositary Shares each representing one Ordinary share,Finance
LEN,Lennar Corporation Class A Common Stock,Basic Industries
LEO,BNY Mellon Strategic Municipals Inc. Common Stock,
LESL,Leslie's Inc. Common Stock,Consumer Services
LEU,Centrus Energy Corp. Class A Common Stock,Basic Industries
LEVI,Levi Strauss & Co Class A Common Stock,Consumer Non-Durables
LEVL,Level One Bancorp Inc. Common Stock,Finance
LEVLP,Level One Bancorp Inc. Depositary Shares Each Representing a 1/100th Interest in a Share of 7.50% Non-Cumulative Perpetual Preferred Stock Series B,Finance
LEXX,Lexaria Bioscience Corp. Common Stock,Health Care
LEXXW,Lexaria Bioscience Corp. Warrant,Health Care
LFC,China Life Insurance Company Limited American Depositary Shares,Finance
LFMD,LifeMD Inc. Common Stock,Health Care
LFT,Lument Finance Trust Inc. Common Stock,Consumer Services
LFTR,Lefteris Acquisition Corp. Class A Common Stock,Finance
LFTRU,Lefteris Acquisition Corp. Unit,Finance
LFTRW,Lefteris Acquisition Corp. Warrant,Finance
LFUS,Littelfuse Inc. Common Stock,Consumer Durables
LFVN,Lifevantage Corporation Common Stock (Delaware),Health Care
LGACU,Lazard Growth Acquisition Corp. I Units,Finance
LGHL,Lion Group Holding Ltd. American Depositary Share,Finance
LGHLW,Lion Group Holding Ltd. Warrant,Finance
LGI,Lazard Global Total Return and Income Fund Common Stock,
LGIH,LGI Homes Inc. Common Stock,Capital Goods
LGL,LGL Group Inc. (The) Common Stock,Capital Goods
LGND,Ligand Pharmaceuticals Incorporated Common Stock,Health Care
LGVN,Longeveron Inc. Class A Common Stock,Health Care
LH,Laboratory Corporation of America Holdings Common Stock,Health Care
LHAA,Lerer Hippeau Acquisition Corp. Class A Common Stock,Finance
LHC,Leo Holdings Corp. II Class A Ordinary Shares,Finance
LHCG,LHC Group Common Stock,Health Care
LHDX,Lucira Health Inc. Common Stock,Health Care
LHX,L3Harris Technologies Inc. Common Stock,Capital Goods
LI,Li Auto Inc. American Depositary Shares,Capital Goods
LIFE,aTyr Pharma Inc. Common Stock,Health Care
LII,Lennox International Inc. Common Stock,Capital Goods
LILA,Liberty Latin America Ltd. Class A Common Stock,Consumer Services
LILAK,Liberty Latin America Ltd. Class C Common Stock,Consumer Services
LIN,Linde plc Ordinary Share,Basic Industries
LINC,Lincoln Educational Services Corporation Common Stock,Consumer Services
LIND,Lindblad Expeditions Holdings Inc. Common Stock,Consumer Services
LINK,Interlink Electronics Inc. Common Stock,
LINX,Linx S.A. American Depositary Shares each representing one common share,Technology
LIQT,LiqTech International Inc. Common Stock,Technology
LITB,LightInTheBox Holding Co. Ltd. American Depositary Shares each representing 2 ordinary shares,Consumer Services
LITE,Lumentum Holdings Inc. Common Stock,Capital Goods
LIV,Emles @Home ETF,
LIVE,Live Ventures Incorporated Common Stock,Consumer Services
LIVK,LIV Capital Acquisition Corp. Class A Ordinary Shares,Finance
LIVKU,LIV Capital Acquisition Corp. Unit,Finance
LIVKW,LIV Capital Acquisition Corp. Warrant,Finance
LIVN,LivaNova PLC Ordinary Shares,Health Care
LIVX,LiveXLive Media Inc. Common Stock,Consumer Services
LIXT,Lixte Biotechnology Holdings Inc. Common Stock,Health Care
LIXTW,Lixte Biotechnology Holdings Inc. Warrants,Health Care
LIZI,LIZHI INC. American Depositary Shares,Technology
